"ID","YEAR","EXP","WKS","OCC","IND","SOUTH","SMSA","MS","FEM","UNION","ED","BLK","LWAGE"
"A295",1979,25,46,0,0,0,1,0,1,1,12,0,6.77422
"A295",1980,26,47,0,0,0,1,0,1,1,12,0,6.86485
"A295",1981,27,47,0,0,0,1,0,1,1,12,0,6.97073
"A295",1982,28,47,0,0,0,1,0,1,1,12,0,7.04752
"A296",1976,30,50,1,1,0,0,1,0,1,8,0,6.44572
"A296",1977,31,47,1,1,0,0,1,0,0,8,0,6.33328
"A296",1978,32,48,1,1,0,1,1,0,0,8,0,6.39693
"A296",1979,33,48,1,1,0,1,1,0,1,8,0,6.48158
"A296",1980,34,39,1,1,0,1,1,0,1,8,0,6.59167
"A296",1981,35,50,1,1,0,1,1,0,1,8,0,6.59304
"A296",1982,36,50,1,1,0,1,0,0,1,8,0,6.77878
"A297",1976,12,49,1,0,1,0,1,0,0,12,0,6.42972
"A297",1977,13,48,1,0,1,0,1,0,0,12,0,6.43133
"A297",1978,14,34,1,0,1,0,1,0,1,12,0,6.59441
"A297",1979,15,47,1,0,1,0,1,0,1,12,0,6.71174
"A297",1980,16,48,1,0,1,0,1,0,1,12,0,6.74524
"A297",1981,17,47,1,0,1,0,1,0,1,12,0,6.8773
"A297",1982,18,48,1,0,1,0,1,0,1,12,0,6.80239
"A298",1976,11,50,1,1,1,1,1,0,0,12,1,6.49224
"A298",1977,12,50,1,1,1,1,1,0,0,12,1,6.21461
"A298",1978,13,50,1,1,1,1,1,0,0,12,1,6.72743
"A298",1979,14,49,1,1,1,1,1,0,0,12,1,6.66568
"A298",1980,15,48,0,1,1,1,0,0,0,12,1,6.30992
"A298",1981,16,50,0,1,1,1,0,0,0,12,1,6.21461
"A298",1982,17,50,0,1,1,1,0,0,0,12,1,6.21461
"A299",1976,35,49,0,0,0,1,0,1,0,16,0,6.30992
"A299",1977,36,50,0,0,0,1,0,1,0,16,0,6.30992
"A299",1978,37,49,0,0,0,1,0,1,0,16,0,6.30992
"A299",1979,38,50,0,0,0,1,0,1,0,16,0,6.30992
"A299",1980,39,50,0,0,0,1,0,1,0,16,0,6.55108
"A299",1981,40,50,0,0,0,1,0,1,0,16,0,6.62007
"A299",1982,41,50,0,0,0,1,0,1,0,16,0,6.74524
"A300",1976,33,51,1,0,0,0,1,0,0,12,0,6.14633
"A300",1977,34,51,1,0,0,0,1,0,0,12,0,6.25383
"A300",1978,35,51,1,0,0,0,1,0,0,12,0,6.30992
"A300",1979,36,47,1,0,0,0,1,0,0,12,0,6.35089
"A300",1980,37,49,1,0,0,0,1,0,0,12,0,6.46147
"A300",1981,38,47,0,0,0,0,1,0,0,12,0,6.50279
"A300",1982,39,47,1,0,0,0,1,0,0,12,0,6.59715
"A301",1976,9,49,0,1,0,1,1,0,0,14,0,6.53669
"A301",1977,10,49,0,1,0,1,1,0,0,14,0,6.55108
"A301",1978,11,49,0,1,0,1,1,0,0,14,0,6.65929
"A301",1979,12,48,0,1,0,1,1,0,0,14,0,6.82979
"A301",1980,13,46,0,1,0,1,1,0,0,14,0,6.85646
"A301",1981,14,46,0,1,0,1,1,0,0,14,0,6.95655
"A301",1982,15,48,0,1,0,1,1,0,0,14,0,7.1309
"A302",1976,11,36,0,0,0,1,1,0,1,17,0,6.22456
"A302",1977,12,36,0,0,0,1,1,0,1,17,0,6.30992
"A302",1978,13,37,0,0,0,1,1,0,1,17,0,6.47697
"A302",1979,14,38,0,0,0,1,1,0,1,17,0,6.67834
"A302",1980,15,35,0,0,0,1,1,0,1,17,0,6.77992
"A302",1981,16,35,0,0,0,1,1,0,1,17,0,6.80461
"A302",1982,17,36,0,0,0,1,1,0,1,17,0,6.85646
"A303",1976,2,50,1,1,1,1,1,0,0,13,0,5.75257
"A303",1977,3,50,1,1,1,1,1,0,0,13,0,5.85793
"A303",1978,4,49,1,1,1,1,1,0,0,13,0,6.07535
"A303",1979,5,49,1,1,1,1,1,0,0,13,0,8.51719
"A303",1980,6,51,1,1,1,1,1,0,0,13,0,6.51471
"A303",1981,7,49,1,1,1,1,1,0,0,13,0,6.58617
"A303",1982,8,48,1,1,1,1,1,0,0,13,0,6.70319
"A304",1976,11,50,1,0,1,1,1,0,1,9,0,6.16331
"A304",1977,12,51,1,0,1,1,1,0,1,9,0,6.2634
"A304",1978,13,51,1,0,1,1,1,0,1,9,0,6.35437
"A304",1979,14,51,1,0,1,1,1,0,1,9,0,6.43775
"A304",1980,15,51,1,0,1,1,1,0,1,9,0,6.47697
"A304",1981,16,51,1,0,1,1,1,0,1,9,0,6.55108
"A304",1982,17,51,1,0,1,1,1,0,0,9,0,6.40853
"A305",1976,18,50,0,0,0,1,1,0,0,16,0,6.90575
"A305",1977,19,49,0,0,0,1,1,0,0,16,0,6.90575
"A305",1978,20,49,0,0,0,1,1,0,0,16,0,7.25134
"A305",1979,21,49,0,0,0,1,1,0,0,16,0,7.25134
"A305",1980,22,50,0,0,0,1,1,0,0,16,0,6.90776
"A305",1981,23,47,0,0,0,1,1,0,0,16,0,7.23634
"A305",1982,24,48,0,0,0,1,1,0,0,16,0,7.2724
"A306",1976,18,50,1,0,0,0,1,0,0,12,0,6.49527
"A306",1977,19,50,1,0,0,0,1,0,0,12,0,6.60394
"A306",1978,20,50,0,0,0,0,1,0,0,12,0,6.70073
"A306",1979,21,49,1,0,0,0,1,0,0,12,0,6.58617
"A306",1980,22,49,1,0,0,0,1,0,0,12,0,6.41836
"A306",1981,23,49,1,0,0,0,1,0,0,12,0,6.21461
"A306",1982,24,49,1,0,0,0,1,0,0,12,0,6.62007
"A307",1976,3,47,1,1,0,0,1,0,1,8,0,6.45047
"A307",1977,4,52,1,1,0,0,1,0,1,8,0,6.67203
"A307",1978,5,50,1,1,0,0,1,0,1,8,0,6.56386
"A307",1979,6,47,1,1,0,0,1,0,1,8,0,6.60665
"A307",1980,7,49,1,1,0,0,1,0,1,8,0,6.83518
"A307",1981,8,47,1,1,0,0,1,0,1,8,0,6.86171
"A307",1982,9,51,1,1,0,0,1,0,1,8,0,7.06987
"A308",1976,27,46,1,1,0,1,1,0,1,11,0,6.48158
"A308",1977,28,48,1,1,0,1,1,0,1,11,0,6.55393
"A308",1978,29,46,1,1,0,1,1,0,1,11,0,6.61874
"A308",1979,30,46,1,1,0,1,1,0,1,11,0,6.75693
"A308",1980,31,46,1,1,0,1,1,0,1,11,0,6.87626
"A308",1981,32,40,1,1,0,1,1,0,1,11,0,6.99026
"A308",1982,33,42,1,1,0,1,1,0,1,11,0,7.07496
"A309",1976,18,48,1,1,0,0,1,0,1,9,0,6.00389
"A309",1977,19,44,1,1,0,0,1,0,1,9,0,6.10925
"A309",1978,20,41,1,1,0,0,1,0,0,9,0,6.23441
"A309",1979,21,33,1,1,0,0,1,0,0,9,0,6.03548
"A309",1980,22,51,1,1,0,0,1,0,0,9,0,6.11589
"A309",1981,23,38,1,1,0,0,1,0,0,9,0,6.19441
"A309",1982,24,51,1,1,0,0,1,0,0,9,0,6.27099
"A310",1976,13,50,1,1,0,0,1,0,1,12,0,6.3315
"A310",1977,14,49,1,1,0,0,1,0,1,12,0,6.39359
"A310",1978,15,36,1,1,0,0,1,0,1,12,0,6.48464
"A310",1979,16,49,1,1,0,0,1,0,1,12,0,6.56948
"A310",1980,17,49,1,1,0,0,1,0,1,12,0,6.70319
"A310",1981,18,49,1,1,0,0,1,0,1,12,0,6.7901
"A310",1982,19,48,1,1,0,0,1,0,1,12,0,6.87626
"A311",1976,5,50,1,0,1,0,1,0,0,12,0,6.41182
"A311",1977,6,50,1,0,1,0,1,0,0,12,0,6.56526
"A311",1978,7,33,1,0,1,0,1,0,1,12,0,6.59987
"A311",1979,8,49,1,0,1,0,1,0,1,12,0,6.69084
"A311",1980,9,49,1,0,1,0,1,0,1,12,0,6.84055
"A311",1981,10,42,1,0,1,0,1,0,1,12,0,6.93731
"A311",1982,11,49,1,0,1,0,1,0,1,12,0,7.03615
"A312",1976,14,36,1,1,0,1,1,0,1,14,0,6.57508
"A312",1977,15,49,0,1,0,1,1,0,1,14,0,6.65157
"A312",1978,16,47,0,1,0,1,1,0,1,14,0,6.75577
"A312",1979,17,49,0,1,0,1,1,0,1,14,0,6.84055
"A312",1980,18,48,0,1,0,1,1,0,1,14,0,6.90675
"A312",1981,19,49,1,1,0,1,1,0,1,14,0,6.68336
"A312",1982,20,49,0,1,0,1,1,0,1,14,0,7.06133
"A313",1976,8,50,0,0,0,0,1,0,0,16,0,6.22258
"A313",1977,9,50,0,0,0,0,1,0,0,16,0,6.34564
"A313",1978,10,50,0,0,0,0,1,0,0,16,0,6.42972
"A313",1979,11,49,0,0,0,0,1,0,0,16,0,6.49224
"A313",1980,12,48,0,0,0,0,1,0,0,16,0,6.63595
"A313",1981,13,48,0,0,0,0,1,0,0,16,0,6.65929
"A313",1982,14,46,0,0,0,0,1,0,0,16,0,7.1309
"A314",1976,10,49,1,1,0,0,1,0,0,12,0,6.30262
"A314",1977,11,50,1,0,0,0,1,0,1,12,0,6.35611
"A314",1978,12,44,1,0,0,0,1,0,1,12,0,6.4151
"A314",1979,13,50,1,0,0,0,1,0,1,12,0,6.49224
"A314",1980,14,50,1,0,0,0,1,0,1,12,0,6.62407
"A314",1981,15,49,1,0,0,0,1,0,1,12,0,6.79571
"A314",1982,16,50,1,0,0,0,1,0,1,12,0,6.97541
"A315",1976,10,36,0,0,0,1,1,0,0,17,0,5.70711
"A315",1977,11,47,0,0,0,0,1,0,0,17,0,6.39693
"A315",1978,12,36,0,0,0,0,1,0,0,17,0,6.39693
"A315",1979,13,47,0,0,0,0,1,0,0,17,0,6.63463
"A315",1980,14,48,0,0,0,0,1,0,0,17,0,6.62007
"A315",1981,15,38,0,0,0,0,1,0,0,17,0,6.68461
"A315",1982,16,48,0,0,0,0,1,0,0,17,0,6.82979
"A316",1976,30,51,0,1,0,0,1,0,0,17,0,6.90575
"A316",1977,31,52,0,1,0,1,1,0,0,17,0,6.90575
"A316",1978,32,49,0,1,0,0,1,0,0,17,0,7.67322
"A316",1979,33,50,0,1,0,0,1,0,0,17,0,7.75148
"A316",1980,34,49,0,1,0,0,1,0,0,17,0,7.81883
"A316",1981,35,50,0,1,0,0,1,0,0,17,0,7.6009
"A316",1982,36,50,0,1,0,0,1,0,0,17,0,7.90397
"A317",1976,12,43,1,0,0,0,1,0,0,12,0,5.99146
"A317",1977,13,51,1,0,0,0,1,0,0,12,0,5.90263
"A317",1978,14,35,1,0,0,0,0,0,0,12,0,6.55108
"A317",1979,15,36,1,0,0,0,0,0,0,12,0,6.49979
"A317",1980,16,50,1,0,0,0,1,0,0,12,0,6.21461
"A317",1981,17,48,1,1,0,0,1,0,0,12,0,6.68461
"A317",1982,18,26,1,0,0,0,1,0,0,12,0,6.21461
"A318",1976,10,38,0,1,0,1,1,0,0,15,0,6.35437
"A318",1977,11,49,0,1,0,1,1,0,0,15,0,6.47697
"A318",1978,12,52,0,1,0,1,1,0,0,15,0,6.74524
"A318",1979,13,48,1,1,0,1,1,0,1,15,0,6.55108
"A318",1980,14,27,0,1,0,1,1,0,0,15,0,6.80239
"A318",1981,15,50,0,1,0,1,1,0,0,15,0,6.57925
"A318",1982,16,49,0,1,0,1,1,0,0,15,0,6.90776
"A319",1976,24,47,1,1,1,1,1,0,1,12,0,6.50129
"A319",1977,25,47,1,1,1,1,1,0,1,12,0,6.57368
"A319",1978,26,44,1,1,1,1,1,0,1,12,0,6.65544
"A319",1979,27,47,1,1,1,1,1,0,1,12,0,6.75344
"A319",1980,28,47,1,1,1,1,1,0,1,12,0,6.84801
"A319",1981,29,47,1,1,1,1,1,0,1,12,0,6.94312
"A319",1982,30,40,1,1,1,1,1,0,1,12,0,7.03527
"A320",1976,20,50,1,1,1,1,1,0,0,6,1,6.09131
"A320",1977,21,48,1,1,1,1,1,0,0,6,1,6.23637
"A320",1978,22,50,1,1,1,1,1,0,0,6,1,6.27099
"A320",1979,23,50,1,1,1,1,1,0,0,6,1,6.47697
"A320",1980,24,46,1,1,1,1,1,0,0,6,1,6.59578
"A320",1981,25,51,1,1,1,1,1,0,0,6,1,6.44572
"A320",1982,26,46,1,1,1,1,1,0,0,6,1,6.77992
"A321",1976,6,49,1,1,1,1,1,0,1,12,0,6.04025
"A321",1977,7,50,1,1,1,1,1,0,1,12,0,6.20658
"A321",1978,8,50,1,1,1,1,1,0,1,12,0,6.27288
"A321",1979,9,50,0,1,1,1,1,0,1,12,0,6.39693
"A321",1980,10,50,0,1,1,1,1,0,1,12,0,6.4708
"A321",1981,11,48,1,1,1,1,1,0,1,12,0,6.54535
"A321",1982,12,49,1,1,1,1,1,0,1,12,0,6.68211
"A322",1976,13,48,0,1,0,0,1,0,0,12,0,6.68711
"A322",1977,14,50,0,1,0,0,1,0,0,12,0,6.74524
"A322",1978,15,48,0,1,0,0,1,0,0,12,0,6.85646
"A322",1979,16,47,0,1,0,0,1,0,0,12,0,6.95655
"A322",1980,17,48,0,1,0,0,1,0,0,12,0,7.04752
"A322",1981,18,48,0,1,0,0,1,0,0,12,0,7.0934
"A322",1982,19,47,0,1,0,0,1,0,0,12,0,7.1309
"A323",1976,12,49,0,0,1,1,0,1,0,16,0,6.55108
"A323",1977,13,49,0,0,1,1,0,1,0,16,0,6.55108
"A323",1978,14,50,0,0,1,1,0,1,0,16,0,6.80239
"A323",1979,15,49,0,0,1,1,0,1,0,16,0,6.85646
"A323",1980,16,50,0,0,1,1,0,1,0,16,0,6.86693
"A323",1981,17,46,0,0,1,1,0,1,0,16,0,7.00307
"A323",1982,18,47,0,0,1,1,0,1,0,16,0,7.1309
"A324",1976,3,33,1,0,0,1,1,0,1,14,0,6.18826
"A324",1977,4,50,1,0,0,1,1,0,1,14,0,6.60665
"A324",1978,5,37,1,0,0,1,1,0,1,14,0,6.68461
"A324",1979,6,42,1,0,0,1,1,0,1,14,0,6.76849
"A324",1980,7,32,1,0,0,1,1,0,1,14,0,6.86066
"A324",1981,8,47,1,0,0,0,1,0,1,14,0,6.96602
"A324",1982,9,48,1,0,0,0,1,0,1,14,0,7.00307
"A325",1976,35,50,0,0,1,1,1,0,0,15,0,6.2634
"A325",1977,36,50,0,0,1,1,1,0,0,15,0,6.29157
"A325",1978,37,50,0,0,1,1,1,0,0,15,0,6.39693
"A325",1979,38,50,0,0,1,1,1,0,0,15,0,6.39693
"A325",1980,39,50,0,0,1,1,1,0,0,15,0,6.57786
"A325",1981,40,50,0,0,1,1,1,0,0,15,0,6.62007
"A325",1982,41,50,0,0,1,1,1,0,0,15,0,6.68461
"A326",1976,22,48,0,0,0,1,1,0,0,12,0,6.55108
"A326",1977,23,47,0,0,0,1,1,0,0,12,0,6.68461
"A326",1978,24,47,0,0,0,1,1,0,0,12,0,6.55108
"A326",1979,25,47,0,0,0,1,1,0,0,12,0,6.82871
"A326",1980,26,47,0,0,0,1,1,0,0,12,0,6.80239
"A326",1981,27,47,0,0,0,1,1,0,0,12,0,7.13648
"A326",1982,28,47,0,0,1,0,1,0,0,12,0,7.18311
"A327",1976,10,39,1,0,1,1,0,1,0,12,1,5.93225
"A327",1977,11,39,1,0,1,1,0,1,0,12,1,6.19644
"A327",1978,12,41,1,0,1,1,0,1,0,12,1,6.23637
"A327",1979,13,37,0,0,1,1,0,1,0,12,1,6.30992
"A327",1980,14,37,0,0,1,1,0,1,1,12,1,6.44254
"A327",1981,15,36,1,0,1,1,0,1,0,12,1,6.10925
"A327",1982,16,36,1,0,1,1,0,1,0,12,1,6.21461
"A328",1976,31,48,0,1,0,1,1,0,0,10,0,6.62007
"A328",1977,32,48,1,1,0,1,1,0,0,10,0,6.68461
"A328",1978,33,48,1,1,0,1,1,0,1,10,0,6.7334
"A328",1979,34,49,1,1,0,1,1,0,1,10,0,6.81892
"A328",1980,35,48,1,1,0,1,1,0,0,10,0,6.87213
"A328",1981,36,50,1,1,0,1,1,0,0,10,0,6.96602
"A328",1982,37,49,1,1,0,1,1,0,0,10,0,7.04316
"A329",1976,38,49,1,1,0,1,1,0,0,15,0,6.42162
"A329",1977,39,48,1,1,0,1,1,0,0,15,0,6.47697
"A329",1978,40,48,0,1,0,1,1,0,0,15,0,6.55108
"A329",1979,41,48,0,1,0,1,1,0,0,15,0,6.68461
"A329",1980,42,48,0,1,0,1,1,0,0,15,0,6.68461
"A329",1981,43,48,1,1,0,1,1,0,0,15,0,6.80239
"A329",1982,44,48,0,1,0,1,1,0,0,15,0,6.90776
"A330",1976,35,45,0,0,0,1,1,0,0,17,0,6.75926
"A330",1977,36,36,0,0,0,1,1,0,0,17,0,6.81344
"A330",1978,37,36,0,0,0,1,1,0,0,17,0,6.86693
"A330",1979,38,35,0,0,0,1,1,0,0,17,0,6.85118
"A330",1980,39,35,0,0,0,1,1,0,0,17,0,6.9489
"A330",1981,40,35,0,0,0,1,1,0,0,17,0,7.06476
"A330",1982,41,36,0,0,0,1,1,0,0,17,0,7.11477
"A331",1976,38,46,1,1,0,1,1,0,0,11,0,6.88959
"A331",1977,39,49,1,1,0,1,1,0,1,11,0,6.90575
"A331",1978,40,43,1,1,0,1,1,0,0,11,0,6.90776
"A331",1979,41,48,1,1,0,1,1,0,1,11,0,7.00307
"A331",1980,42,47,1,1,0,1,1,0,1,11,0,7.1309
"A331",1981,43,48,1,1,0,1,1,0,1,11,0,7.10824
"A331",1982,44,47,1,1,0,1,1,0,0,11,0,7.09008
"A332",1976,36,30,1,0,1,1,0,1,0,12,1,5.61313
"A332",1977,37,48,1,0,1,1,0,1,0,12,1,5.82008
"A332",1978,38,49,1,0,1,1,0,1,0,12,1,5.76205
"A332",1979,39,46,1,0,1,1,0,1,0,12,1,5.8999
"A332",1980,40,47,1,0,1,1,0,1,0,12,1,5.95842
"A332",1981,41,46,1,0,1,1,0,1,0,12,1,6.17379
"A332",1982,42,48,1,0,1,1,0,1,0,12,1,6.10256
"A333",1976,6,49,1,0,0,1,1,0,1,12,0,6.44572
"A333",1977,7,47,1,0,0,1,1,0,1,12,0,6.62007
"A333",1978,8,50,1,0,0,1,1,0,1,12,0,6.59987
"A333",1979,9,46,1,0,0,1,1,0,1,12,0,6.63332
"A333",1980,10,48,1,0,0,1,1,0,1,12,0,6.83518
"A333",1981,11,48,1,0,0,1,1,0,1,12,0,6.99942
"A333",1982,12,48,1,0,0,1,1,0,1,12,0,6.90776
"A334",1976,35,50,1,1,1,0,1,0,0,5,0,6.33328
"A334",1977,36,51,1,1,1,0,1,0,0,5,0,5.85793
"A334",1978,37,51,1,1,1,0,1,0,0,5,0,6.39526
"A334",1979,38,50,1,1,1,0,1,0,0,5,0,6.10925
"A334",1980,39,43,1,1,1,0,1,0,0,5,0,6.10925
"A334",1981,40,51,1,1,1,0,1,0,0,5,0,6.10925
"A334",1982,41,49,1,1,1,0,1,0,0,5,0,6.39693
"A335",1976,24,42,0,0,1,1,1,1,0,16,0,6.39526
"A335",1977,25,50,0,0,1,1,1,1,0,16,0,6.43615
"A335",1978,26,47,0,0,1,1,1,1,0,16,0,6.49224
"A335",1979,27,45,0,0,1,1,1,1,0,16,0,6.73102
"A335",1980,28,49,0,0,1,1,1,1,0,16,0,6.74524
"A335",1981,29,46,0,0,1,1,1,1,0,16,0,7.04229
"A335",1982,30,48,0,0,1,1,1,1,0,16,0,7.09008
"A336",1976,28,50,0,1,1,0,1,0,0,14,0,6.30992
"A336",1977,29,49,1,0,1,0,1,0,0,14,0,6.53669
"A336",1978,30,50,1,0,1,0,1,0,0,14,0,6.46147
"A336",1979,31,48,1,0,1,0,1,0,0,14,0,6.57925
"A336",1980,32,52,0,0,1,0,1,0,0,14,0,6.8977
"A336",1981,33,50,0,0,1,0,1,0,0,14,0,6.42487
"A336",1982,34,47,1,0,1,0,1,0,0,14,0,6.91473
"A337",1976,4,49,1,0,1,1,1,0,0,12,0,6.65286
"A337",1977,5,52,0,0,1,1,1,0,0,12,0,6.77422
"A337",1978,6,52,0,0,1,1,1,0,0,12,0,6.90776
"A337",1979,7,50,0,0,1,1,1,0,0,12,0,6.96885
"A337",1980,8,51,0,0,1,1,1,0,0,12,0,6.96224
"A337",1981,9,50,0,0,1,1,1,0,0,12,0,7.10824
"A337",1982,10,50,0,0,1,1,1,0,0,12,0,7.39326
"A338",1976,9,49,1,0,0,1,0,1,1,12,0,5.98645
"A338",1977,10,49,1,0,0,1,0,1,1,12,0,5.95584
"A338",1978,11,49,1,0,0,1,0,1,1,12,0,6.18415
"A338",1979,12,48,1,0,0,1,0,1,1,12,0,6.19236
"A338",1980,13,47,1,0,0,1,0,1,1,12,0,6.62539
"A338",1981,14,47,1,0,0,1,0,1,1,12,0,6.62007
"A338",1982,15,47,1,0,0,1,0,1,1,12,0,6.80239
"A339",1976,9,51,0,0,0,0,0,1,0,12,0,5.88332
"A339",1977,10,50,0,0,0,0,0,1,0,12,0,5.8861
"A339",1978,11,49,0,0,0,0,0,1,0,12,0,5.93489
"A339",1979,12,48,0,0,0,0,0,1,0,12,0,6.07993
"A339",1980,13,49,0,0,0,0,0,1,0,12,0,6.07993
"A339",1981,14,47,0,0,0,0,0,1,0,12,0,6.08222
"A339",1982,15,48,0,0,0,0,0,1,0,12,0,6.2634
"A340",1976,28,23,0,0,0,1,1,0,1,12,0,6.57647
"A340",1977,29,42,0,0,0,1,1,0,1,12,0,6.66441
"A340",1978,30,47,0,0,0,1,1,0,1,12,0,6.73697
"A340",1979,31,47,0,0,0,1,1,0,1,12,0,6.80793
"A340",1980,32,47,0,0,0,1,1,0,1,12,0,6.80793
"A340",1981,33,47,0,0,0,1,1,0,1,12,0,6.91771
"A340",1982,34,47,0,0,0,1,1,0,1,12,0,7.04141
"A341",1976,7,48,0,0,0,1,1,0,0,17,0,6.90575
"A341",1977,8,48,0,0,0,1,1,0,0,17,0,6.90575
"A341",1978,9,49,0,0,0,1,1,0,0,17,0,7.24566
"A341",1979,10,48,0,1,0,1,1,0,0,17,0,7.37776
"A341",1980,11,49,0,1,0,1,1,0,0,17,0,7.47307
"A341",1981,12,48,0,1,0,1,1,0,0,17,0,7.57558
"A341",1982,13,49,0,1,0,1,1,0,0,17,0,7.67322
"A342",1976,31,48,0,1,0,1,1,0,0,9,0,6.4552
"A342",1977,32,48,0,1,0,1,1,0,0,9,0,6.5582
"A342",1978,33,47,0,1,0,1,1,0,0,9,0,6.66313
"A342",1979,34,48,0,1,0,1,1,0,1,9,0,6.84588
"A342",1980,35,48,0,1,0,1,1,0,0,9,0,6.9256
"A342",1981,36,48,0,1,0,1,1,0,0,9,0,7.13648
"A342",1982,37,47,0,1,0,1,1,0,0,9,0,7.27031
"A343",1976,27,45,0,1,0,1,1,0,0,12,0,6.90575
"A343",1977,28,47,0,1,0,1,1,0,0,12,0,6.90575
"A343",1978,29,46,0,1,0,1,1,0,1,12,0,7.18539
"A343",1979,30,46,0,1,0,1,1,0,0,12,0,7.24423
"A343",1980,31,46,0,1,0,1,1,0,0,12,0,7.31122
"A343",1981,32,45,0,1,0,1,1,0,0,12,0,7.37588
"A343",1982,33,43,0,1,0,1,1,0,0,12,0,7.19519
"A344",1976,19,49,0,0,0,1,1,0,0,17,0,6.90575
"A344",1977,20,46,0,1,0,1,1,0,0,17,0,6.90575
"A344",1978,21,50,0,0,0,1,0,0,0,17,0,7.6009
"A344",1979,22,47,0,0,0,1,0,0,0,17,0,7.71869
"A344",1980,23,50,0,1,0,1,1,0,0,17,0,7.74066
"A344",1981,24,49,0,1,0,1,1,0,0,17,0,7.6009
"A344",1982,25,48,0,1,0,1,1,0,0,17,0,7.6811
"A345",1976,17,49,0,1,0,1,1,0,1,11,1,6.16331
"A345",1977,18,50,0,1,0,1,1,0,1,11,1,6.30992
"A345",1978,19,50,0,1,0,1,1,0,1,11,1,6.30445
"A345",1979,20,50,0,1,0,1,1,0,1,11,1,6.62007
"A345",1980,21,49,0,1,0,1,1,0,1,11,1,6.47697
"A345",1981,22,49,0,1,0,1,1,0,1,11,1,6.55108
"A345",1982,23,49,0,1,0,1,1,0,1,11,1,6.47697
"A346",1976,22,38,0,0,0,1,1,0,1,17,0,6.90575
"A346",1977,23,44,0,0,0,1,1,0,1,17,0,6.90575
"A346",1978,24,42,0,0,0,1,1,0,1,17,0,6.57925
"A346",1979,25,37,0,0,0,1,1,0,1,17,0,7.04752
"A346",1980,26,39,0,0,0,1,1,0,1,17,0,7.09008
"A346",1981,27,36,0,0,0,1,1,0,1,17,0,7.32251
"A346",1982,28,40,0,0,0,1,1,0,1,17,0,7.31322
"A347",1976,18,38,0,0,0,0,1,0,0,17,0,6.77422
"A347",1977,19,39,0,0,0,0,1,0,0,17,0,6.88755
"A347",1978,20,36,0,0,0,0,1,0,0,17,0,6.90776
"A347",1979,21,37,0,0,0,0,1,0,0,17,0,6.96508
"A347",1980,22,39,0,0,0,0,1,0,0,17,0,6.95655
"A347",1981,23,39,0,0,0,0,1,0,0,17,0,7.19669
"A347",1982,24,36,0,0,0,0,1,0,0,17,0,7.1309
"A348",1976,27,48,0,1,1,1,1,0,0,16,0,6.90575
"A348",1977,28,47,0,1,1,1,1,0,0,16,0,6.90575
"A348",1978,29,49,0,1,1,1,1,0,0,16,0,7.84385
"A348",1979,30,48,0,1,1,1,1,0,0,16,0,7.93737
"A348",1980,31,48,0,1,1,1,1,0,0,16,0,8.10168
"A348",1981,32,35,0,1,1,1,1,0,0,16,0,7.91936
"A348",1982,33,25,0,1,1,1,0,0,0,16,0,8.02027
"A349",1976,3,51,1,0,1,1,1,0,0,12,0,6.13988
"A349",1977,4,49,0,0,1,1,1,0,0,12,0,6.56667
"A349",1978,5,50,0,0,1,1,1,0,0,12,0,6.65157
"A349",1979,6,50,0,0,1,1,1,0,0,12,0,6.83303
"A349",1980,7,49,0,0,1,1,1,0,0,12,0,6.97167
"A349",1981,8,48,0,0,1,1,1,0,0,12,0,7.07834
"A349",1982,9,49,0,0,1,1,1,0,0,12,0,7.19669
"A350",1976,37,40,1,0,1,1,1,0,1,11,0,6.55108
"A350",1977,38,38,1,0,1,1,1,0,1,11,0,6.68711
"A350",1978,39,46,1,0,1,1,1,0,0,11,0,6.75227
"A350",1979,40,46,1,0,1,1,1,0,1,11,0,6.81344
"A350",1980,41,46,1,0,1,1,1,0,1,11,0,6.96035
"A350",1981,42,44,0,0,1,1,1,0,1,11,0,7.02019
"A350",1982,43,43,1,0,1,1,1,0,1,11,0,7.08171
"A351",1976,23,49,1,1,0,0,1,0,0,8,0,5.92693
"A351",1977,24,49,1,1,0,0,1,0,0,8,0,5.99146
"A351",1978,25,48,1,1,0,0,1,0,1,8,0,6.57368
"A351",1979,26,51,1,1,0,0,1,0,1,8,0,6.66568
"A351",1980,27,47,1,1,0,0,1,0,1,8,0,6.69703
"A351",1981,28,44,1,1,0,0,1,0,1,8,0,6.82002
"A351",1982,29,50,1,1,0,0,1,0,1,8,0,6.94505
"A352",1976,5,50,0,0,1,1,1,0,0,14,0,6.43775
"A352",1977,6,49,0,0,1,1,1,0,0,14,0,6.57368
"A352",1978,7,49,0,0,1,1,1,0,0,14,0,6.65286
"A352",1979,8,48,0,0,1,1,1,0,0,14,0,6.82655
"A352",1980,9,49,0,0,1,1,1,0,0,14,0,6.90776
"A352",1981,10,48,0,0,1,1,1,0,0,14,0,7.03615
"A352",1982,11,48,0,0,1,1,1,0,0,14,0,7.04229
"A353",1976,30,47,0,1,0,1,1,0,0,17,0,6.90575
"A353",1977,31,48,0,1,0,1,1,0,0,17,0,6.90575
"A353",1978,32,45,0,1,0,1,1,0,0,17,0,8.16052
"A353",1979,33,47,0,1,0,1,1,0,0,17,0,8.00637
"A353",1980,34,47,0,1,0,1,1,0,0,17,0,8.05516
"A353",1981,35,47,0,1,0,1,1,0,0,17,0,7.94591
"A353",1982,36,47,0,1,0,1,1,0,0,17,0,7.9831
